RegionName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31
"COOS BAY, OR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27175.416248955724,22803.390852130324,20799.76787960467,22454.424830890934,24570.40425070484,26641.703595011004,25980.83450947345,24273.12463853173,22750.187501200973,20830.34011164274,20910.15768799102,23275.48950617284,24205.06196994096,26447.3088835212,21679.523748386066,21739.16811309692,18759.35895191081,19871.66742037928,19791.103790553512,19961.82653198653,21119.91181934285,21350.575693860384,22429.048812139958,20795.86990159523,20084.804400751545,19084.891467657155,20282.098495863484,20857.188952521945,21612.650272713105
"FOREST CITY, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17308.495726495727,18493.39652014652,16175.844953194954,17454.830064857484,21022.3401726742,22767.60759519876,23177.95343165788,20116.90055488173,16692.17420979824,14333.663774497109,18710.575591075594,20521.090742590743,22239.31666081666,19465.690810476524,20421.23506884973,19982.810724050385,18162.25412388223,17627.770471569627,18732.116571457394,19110.323866686187,17975.128437821262,14996.984610660773,18172.40738498789,22608.39652014652,29639.89318681319,28412.27226565784,28073.831046499643,22293.305976077103,21188.81261151817,18445.560036547788,18939.698639308637,17530.473242483236,15681.157421227195,14148.050329566857,14094.450329566856,15050.600233781412,16417.070459770115,17265.292681992334,18903.977777777774
"MARTINSVILLE, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9745.104901002434,9542.758099655632,9690.313246714457,10945.593584656084,11368.634066998891,9874.72555250614,8737.111266791853
"REXBURG, ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17113.953501400563,17455.437589670015,15422.91689250226,17760.085842273947,19706.12041848178
"LEWISTON, ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38097.90616246498,40338.47759103641,25032.950076804915,24005.69209361164,20913.243608763158,19134.24746570565,19456.95959351974,18327.89235509778,21269.62889754085,18535.171181491463,17535.266614906832,12510.554710144928,12443.126006441224,15124.718171296296,16598.849457846005,17882.242050438595,16077.92507739938,16108.086013071896,15046.928924949289,13283.189669247007,11495.477076654415,11227.878609221469,12014.457407407406,13827.247132616489,14093.72974131214,14394.70196353436,13481.036231884058,13219.425120772949
"LACONIA, NH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29264.74139139139,28541.736243386244,40832.46957671957,47801.58731865507,61306.556540490135
"GEORGETOWN, SC",14559.554826606196,15931.701526754288,14647.4130643464,15637.57263461664,16382.249482179372,17848.84122766677,16872.702382509084,16366.099288538064,15490.42602899864,14817.142120806377,15466.921872969104,16705.12464646251,16642.595839878148,15771.315167067436,17752.1156954945,19863.220633766105,20713.032027188285,19143.46143748314,18573.93307578811,18312.888170779475,16505.402447223343,15685.052061122957,14945.733495722112,16962.866302761297,16741.34739519827,15610.637505314562,13599.858120557905,12087.60974175433,12065.740446527634,12241.06915359834,11937.984867225756,11095.778269910916,11755.948673666784,13702.35183370756,16440.986697965574,16576.981905320816,21980.704127543035,24088.853611111103,27080.988641975317,26399.49369248036,25797.2445867893,26069.4625148623,30631.49913102392,32794.215855762595,28302.34761904762,19997.620767195767,16379.06229543497,20019.3087240064,22364.425281740605,27451.63323590306,27799.214585109406,26261.66677420422,22285.439117199392,21935.690009146387,22235.20608907961,22353.67560567413,22874.630426515392,22970.414118271667,21814.6828495404,19967.850284900287,19613.871118233616,21585.422121578096,21495.22228260869,23570.8712905452,21802.683376786037,23104.132800033596,23307.92248257328,24320.167588530738,25232.72541165999,22545.873463608044,21537.232938076417,19540.868992498185,20233.34223435067,19542.793906152565,18875.10443292738,17085.816472460174,16987.31846328275
"SANFORD, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16250.91648752976,17467.75037827669,16709.840603840603,13456.860805860806,11728.986943164362,11183.542199229052,17539.66863601066,18041.681692846298,18633.114892770067,12960.06253006253,12087.343598587502,11699.921809265712,12289.014401858303,11989.1656641604
"ENID, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7587.572923906405,6278.722867217063,6810.236837327524,6530.797839506173,7178.526088982064,7648.957482280123,8103.886676179906,8689.114234784822,7565.619715467663,7695.679536006047,7234.050748127259,7838.198291897445,7019.24958247017,6655.568673379261,6865.291045751634,7142.275700483092,6635.401414768807,6668.293244834166,7279.516165502345
"MOUNT VERNON, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11439.65238095238,14645.494202898552,13898.244202898552,19348.260869565216,17308.211382113823,20171.544715447155,19276.243640178334
"WALLA WALLA, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33170.48800161323,30929.50896597381,28661.839793041483,26923.812747740605,28821.59425251582,26198.49201161946,23526.813136295747,21431.12177827106,20628.04544773884,21419.18474426808,20616.605379188717,20617.87552570886,25684.25824175824,27073.31828316611,28363.18516805427,25003.55553842464,27055.379521594343,26809.585776680964,24321.83445392964,20161.322064962835,18067.430641821946,18402.8115942029,17441.245819397995,17362.86752136752,16853.200854700855,20399.504517704518,21972.819948519948
"ALBEMARLE, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13308.84722222222,17821.503472222223,18751.648126310272,19854.999828819236,15587.071973880962,13618.240076994558,13450.620099631797,13713.06374758082,13767.979561807746,13455.205376344084,12696.130894308944,12939.315366358633,12273.089969533234,12939.373360938576,14285.082112332111,14617.598706848708,14336.522352168904,12786.74017993862,12249.892282358162,12740.424285964202,11509.960853798882,11773.758246328836,11980.848198693964,11737.130478163126,12845.161526349912,11003.092997368954,11662.324357932075,9397.581188533166
"HUTCHINSON, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10047.302706552708,8592.923076923076,8576.25641025641,8318.136752136752,9374.358974358976,11104.90527065527,11081.339947089946,10303.725568004978,9233.655462184875,8935.21101774043,8412.286507936507,8955.14365079365,8521.878735632183,8911.493021346469,7612.044745484401,9000.228653530377,9178.14672075727
"HUDSON, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41696.85868479466,45215.54796620776,43687.24513396376,55982.68778102257,49995.54357298475,55451.99172113291,45162.567310789054
"STARKVILLE, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16543.067320261438,14441.584126984128,14778.528571428573,11615.785714285716
"CARLSBAD, NM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14320.498161764706,14347.099468954248,14037.365575396823
"GILLETTE, WY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13726.214285714284,14579.239926739923,12367.660216595,13094.971571906355,13449.049105483888,14389.303234233468,15366.101492578897
"STURGIS, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9760.95634920635,10692.883178474642,12779.15994615141,13132.396469062462,13472.44065428692
"RUTLAND, VT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25173.759412259435,33994.07950221446
"CROSSVILLE, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12100.045833333332,13503.223994252874,14566.762269446672,14901.285880557783,15975.294899125423,17509.085509699416,18576.898430574834,16406.370671377514,14510.164470794907,13123.573772141708,15375.311787749286,18218.464986402487,17769.620877207086,16999.771060357267,15561.658166714964,16878.146243572057,17398.471758852796,16435.041140451587,16223.57276802799,15503.234265734269,16312.110962566849,16145.755220269928,16279.37759306621,15712.411906791704,15428.21905156742,14025.087868332746,14795.980025195491,16810.392749700823,17151.406401788787,16268.821151034635,15545.744018418152,16603.679640519378,17128.597621288613,16571.757716868062,15256.154415954416,13928.134605627754,12735.282753775906,12471.633181126332,13127.956018518518,13659.929828042326,15162.707605820106
"GRANBURY, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14103.257575757576,12963.05592966704,16317.06559150279,18921.86521495626,19986.23352771346,19061.41246236894,16915.614522417152,17117.63237956001,17888.15696136336,17416.26002094468,14926.945867505525,14662.772474157187,14969.838411387243,16266.31419486303,15398.055847042544,17595.748053018106,18311.661284837483,18862.574969662957
"SAYRE, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17214.135124135126,15731.467032967032,14973.556776556776
"SALINA, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9025.380116959064,8181.062801932368,9420.379041248609,9861.331422200989,11290.268620268622,10843.015873015873,10298.960317460318,8685.823062558356,9043.918300653597,9037.02147525677,10524.603174603171,10150.707070707069,9077.062626262628,7406.370707070707,7787.596003513395,8225.055262772654,8030.387704840391,7378.960388195683,7170.251956359592
"MARIETTA, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16450.339308415965,16529.188514765174,13319.577137838009,12918.893517384082,12815.723915296674,12363.218419158826,13522.773013847853,14199.782534881566,12902.21356543332,12608.801528396283,11617.73684754522,11762.219682539682,11892.14275946276,10997.980303322409,11955.899557980794,12001.221430552669,13742.32990295318,13907.982076866225,13419.38277301692,12732.04247104247,12459.209137709136,12578.10238095238,11436.35588235294,9983.308263305322,9557.601120448178,9652.561904761906,10439.212087912088,11365.888278388278,13010.170096570097
"FERGUS FALLS, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18303.489729225024,20362.929996560026,21458.82183021657,21623.29237907868,23429.842480925057
"BARRE, VT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24630.375,28966.714285714286
"ONEONTA, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21638.5,21949.0,21588.20588235294,21914.13496036713
"COLUMBUS, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800.871212121212,11132.458333333334,10740.52777777778,8492.12962962963,10320.212962962964,10618.447866344604,12223.0392769041,10980.403638606227,10232.316345043708,8956.789749299027,8426.744832041344,8618.784188034188,8084.177045177045,8620.104395604396,9819.752747252747,10819.585499865989,10698.00680844247,9018.361305796963,11180.924911727145,11048.603352994314,12248.391712782672,9763.56794425087,9320.750720523078,7614.136434808792,7863.346913580247,7938.62441077441,7886.457744107744,7240.560803689065,8340.853475303165,9508.271332446022
"BATAVIA, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16780.47619047619
"ARDMORE, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11259.70121381886,9016.796157059316,9818.448934837092,8873.696553884713,10194.42023809524,13123.52769423559,,,25504.634036423795,17567.9903289408,16049.998756613755,14703.37946290144,17816.816367663345,18920.141733517,17583.83846830676,16309.92735719565,24117.453102453102,28579.782312925174,28054.95898649315,19393.658220209625,16425.33831329949,15845.60859044162,17131.337571456734,17431.63426908315,19786.013750395126,17458.44664677465,20361.893170838823,19667.419067726445,21652.007956615333,18078.114426721804,15483.3493993994,15697.954954954956,15239.537037037036,14409.949537037037,12088.927968409587,11680.570176655569,13666.300533798429,14051.658837119756,13768.384820594903,11687.30307456316,13068.11339869281,14170.5471212455,15069.112676801056,13675.402776447474
"PALESTINE, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14125.390923890924,15037.195156695156,15985.640462466044,15806.715676141255,13803.260649686234,16060.307161314136,20869.75160575858,22819.18017718715,20668.185714285715,16591.117546117548,14750.303643545025,20376.62652391668,18462.59586167549,20519.998653136907,17228.422696253747,18649.279646321214,21384.34826658984,34995.48445998446,50009.12634032635,47412.470101010105,32794.11311653116,23353.23416916274,22224.98831057688,25070.68107218192,18959.324619033545,22325.34944475556,20132.492455508243,19136.512300469483,15109.947602339182,14850.005497076025,14422.677325033012,14402.553056027164,12301.80744199208,14087.851674641148,14222.238711678185,16144.479208754208,16073.887250712249,15548.836420571766
"FORT MADISON, IA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7914.772727272727,7475.312911725955,7632.527197440241,9177.115942028986,11681.549019607844
"CHARLESTON, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10291.197089947089,9984.813386243386
"FERNLEY, NV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13622.679560050194,12269.847175483466,11829.798465473146,13766.784440227704,15466.285355260385,15301.409287573037,13608.39012215992,13220.010915810712,14670.75987352364,15055.113129501648,15272.252335850852,14651.898400073644,13844.630047534163,14013.20185308972,13021.116014309766,13802.259953703702,13521.455555555556,13690.98611111111,13504.378129890452,13314.792151054477,12570.300748938074,12750.109879584015,13902.167816091956,14651.961895886032,15832.33019090519,13300.324210838744,12509.315304204838,9507.350621665157,9508.403508718697
"CARSON CITY, NV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16409.57407981803,16317.87652737048,19539.96620128352,20496.5106268636,20572.6641155318,19009.060134389834,19058.76221669841,18843.50251281686,18530.876542268,19564.01656522258,18433.499262649377,19722.950603645542,18036.45327336332,16669.90254872564,14422.168770453483,16217.280810587265,18839.38978494624,19620.47857142857,17350.167848817848,16123.58469605512,15692.82671286184,19979.68606500396,19763.99932386748,20432.62677484787,15161.205412358382,14986.123394045506,15741.635110927382,18979.92525980289,19402.14002864192
"EAGLE PASS, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8557.805555555557
"CALHOUN, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43842.39965462216,35641.05030298219,21590.18353576248,17192.6458512248,21229.762150036346,19577.103318127512,19397.317221870824,14435.100171179582,14455.534904693584,14214.120044012468,15269.39623448866,14772.233386496542,14855.21687462864,14207.24892591069,15223.615188536956,14360.216495726496,13173.604444444443,11836.539883040934,12359.937543859647,10456.122482131252,10451.842392371973,9086.778064886594,10910.491645133508,13164.75343915344,14639.110276760275,14972.045995529894,14003.187872280594
"CULLOWHEE, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50110.58909090909,51609.50909090909,58700.51292232672,49130.78683795357,54825.4497487517,47300.119359068485,53052.40059895718,49788.91864054001,51992.68223584263,50390.39457671958,46242.06460473078,42118.50196382901,33561.38886859091,40077.40614216701,41801.7623015873,49283.688708513706,46657.42659489633,62737.074511563,75538.91177306692,75042.1291621278,61263.444238292686,49929.7565577043,50030.73302829254,53218.8188449848,57072.0126984127,59196.05714285714,52742.16431924883,46095.58654147105,43313.51833465037,43870.13786956821
"KEARNEY, NE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20514.030281467425,16871.321948134093,16576.579301075268
"FAIRMONT, WV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9800.974125874129,8392.82261072261,8514.037425537426,8901.333213083213,9870.953703703704,10381.67857142857,10074.53615520282
"ONTARIO, OR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37670.4304029304,37175.7317016317,35793.01279615906,22718.7842565827,23125.201572600014,21564.253811405983,23666.38263588264,21358.565710872164,20338.399044205496,18320.47311827957,18649.116279069767,21728.386394012294,23541.967150026045,23999.500989159584,23116.33701946845,20845.182312019828,20144.51661749253,19305.881060476426,18407.81522696507,17023.57548414012,15810.479895904828,16849.466347517733,19157.332777777778,19945.020277777778,26949.286514336916,25543.138817859948,24594.07239629132,17099.444511792113,17876.856097157965,18006.338891966032,18268.68720657277,22823.645539906105,22550.925,22359.472008547007,15177.256561392538,17010.57012348404,15456.556448270365,16871.665469722026,13932.48377037562
"GAFFNEY, SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12592.138198757762,13495.12629399586,11827.366831236395,14585.359584859583,13363.821769733537,12790.417211328975,9962.505446623094
"PICAYUNE, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16370.29602262361,15750.706736909326,14080.875087077671,15013.690953654188,16288.391949461316,14855.22095379032,12818.85087783201,10564.247104247104,10954.984618765106,13339.111973392462,14126.606597048376,14005.383368244658,11953.056528417816,15606.350522648085,16535.400225029036,16680.853859114246,13879.93561159844,13948.350194931774,13636.79074074074,12585.087037037038,14164.31181181181,13671.084298584296,12723.057982794824,10711.378446115288,11389.057811194652,12301.844289585752,11459.67497741644
"STERLING, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8146.554924242424,9090.507651515152,9737.87696969697,10053.854066243834
"BRANSON, MO",14167.15320061386,12185.403036636422,11770.46315187835,11061.752330148369,11449.149122613626,10804.296101730475,10009.447472939466,10115.697272444331,17169.697541764792,18763.535909869515,17955.016662776736,13131.334374265623,12217.952870037763,12718.194037526606,10857.7044163538,10560.226584086564,10112.837154313866,9926.589645971011,9320.084252431798,9771.318019080569,10033.483178392382,13013.70969288931,14182.9935019595,14052.576508373348,11650.26483408473,10524.927787765226,9800.03877251235,8829.683834767167,7622.852015526543,7634.248444564277,8633.35712332513,11830.767165597528,12184.974089913148,12924.048999715633,13066.186304418165,13015.20872157216,11503.255902239594,11577.49584187742,13211.801311433665,16216.843297559986,18950.615275581968,19787.76224446126,,22067.932285365143,23076.76546952268,15706.460626217831,16415.424486702497,16035.513637249174,17826.919259739134,19467.49400397489,20975.16112344546,20605.31401947402,19542.43740868601,18603.59368026254,18245.922191032725,16781.47498892486,15072.452882529562,15091.631919306928,15918.245342914424,16903.003096925113,15240.741154570387,14043.787760074976,12168.73629302351,12272.126613756614,11076.930423280422,10940.512768736187,11188.17962183089,11812.324135288449,11538.1086838814,9954.323691563131,9618.542253827669,11730.740002060988,12765.75373515428,12984.547930989458,10723.471314327033,10846.660028449502,11219.8411001462
"CEDAR CITY, UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23074.2816091954,27616.889136077123,25271.531993219975,24246.332304928528,21643.27791814343,21024.38657615209,23387.932860376342,21853.260672660675,26947.761682761688,25144.871572871576,25656.443001443,18420.63492063492,19577.184704184703,21106.23232323232,23070.90533910533,22430.729910116654,21468.89393128068,20669.147038339102,19782.555552900496,20042.3860672556,20590.73181193645,21343.86179097209,19592.38532774212,17709.00618043634,15422.950475135352,15655.760180623976,16522.640559732667,18170.887543859648,17910.438851049195,18197.016446078436,18527.007557189543,19171.080853174604,19595.14468864469,19695.218762718763,17753.295117398564,16187.108657659475,14727.939345490164,15950.5851196619,16816.051799181212,17140.361990547477,16587.461393787034
"WAYCROSS, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10531.25961322744,11154.11200282212,12878.768865567215,13754.666879523202,13489.681657848325,12534.781657848323,14108.884780578896,14029.091868065056,15558.056682879873,15871.3433308724,18410.707671957676,17378.390476190474,15000.126406926409,11485.193073593076,11020.598232323233,11521.425793650791,10734.71000417711,10652.07477025898,11858.470272904482,12959.241617933723,12712.830134680136,10378.45242075932,11474.56353187043,10672.92969348659,11272.616903073284,9801.285084891468,9414.44619600258,9423.84565929566,8166.626683826683,8865.820017160017
"OXFORD, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15567.017345399698,23152.03189315429,27909.23436544755,34364.99776871095,34770.405116381204
"JASPER, IN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12486.945639187574,13136.612305854242,12447.679435483871,11444.39675925926,11476.536153198656
"EDWARDS, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141722.87581699344,128215.93137254902,118168.37654320987,100634.77439267225,95993.7029641008,85983.8220918866,84679.22513727883,86148.7533088528,86739.95118624422,86882.77992101928,88565.19865694393,102587.72733077906,91787.8754789272,93878.9,78204.47936507936,86553.76360280545,80352.6969361388,92187.16659066729,106647.81045751636,123492.73799374823,127671.00930510966,116655.60897831227,107208.31302102776,103114.05834662414,116224.2314235472,107484.29984459984,108982.32356001488,101514.11322021917,101693.57634078652,89246.76474658363,90583.71575214632
"DURANGO, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27717.187056269435,30029.71293618662,38179.21001221001,45865.666980983806,44483.80836537262,47930.17126037771,44104.50358926278,43634.41287642464,38993.1515139866,45175.72472737991,39665.53448275863,35300.68183908046,31841.61471264368,42916.365,41632.33833333333,39951.94672284644,37186.95505617977,42842.81963951311,46414.20224567099,45139.643422141584,42061.12804515746,36105.27523130464,32730.81444699092,29578.119561629366,37820.977570287374,34619.9913301773,39774.67034252297,35631.62672780436,42022.51269271664
"KINSTON, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8650.543054984231,8129.972347913525,8709.417919245505,8954.579091406677
"SONORA, CA",12326.370227920228,11053.891488603987,13250.996693809197,14735.068214984649,15578.90755114284,15094.5323122676,14245.484447990804,14699.25462037962,13870.847825154642,12851.444253726071,12209.206937850458,14086.52397838568,13923.351251112954,13914.567635539066,12276.67270466349,13532.512958025842,13356.189658706113,14146.598909068349,14760.416853064193,15294.143936397528,14680.235559116809,14550.899234330484,14488.399049731328,15042.136356057676,14801.177249072707,14670.231024097397,13578.372635149964,12071.07938046152,11572.341596610911,11955.315178584497,13473.65833869997,14297.238525714793,13728.042187330951,13440.392142579643,14630.944065656566,15520.838265002967,18132.39333955805,18625.639172891377,22742.31100889851,,,26076.60464810092,25439.680018375977,22911.81227220616,21627.442963026115,21974.71351502801,23159.98560667205,24808.213964608996,25811.068970714,26536.466419780936,27101.05041850339,27225.38668223965,27055.029059964265,26659.80076369201,25238.738984243395,24615.8269175977,23494.47173966887,22600.803491378243,24430.86277527824,27131.16367665681,29906.367513919875,27784.277867140907,25102.954854404856,22392.70909596903,22815.628380638314,22041.30767356761,22266.4200986701,21218.37025534852,23213.965106297022,22633.07682790875,22357.991104812845,19293.249503340227,18217.717808183534,18050.27162179558,19024.500497923556,20224.87901005637,19379.52377800461
"BATESVILLE, AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14076.11111111111,14970.401515151514,14130.75110864745,11378.55598669623,10642.494471544716,9881.387302291205,12199.63292929293,17230.29292929293,20102.148544266194,18431.514705882357,14724.757949125596,13226.61312628418,14240.9771613719,14748.00714217237,15095.187259131437,12809.960403530897,12521.052770885028,12612.706793873536,13816.434999001742,15916.771535263464,16654.746083703532,16555.842410799858,14387.26347154608,12564.584900117508,13208.789855072464,13965.944444444443,13157.611111111111,12039.4898989899,12329.094474153297,12536.102049910873,12970.401833460655,12104.43252399774,15207.1082815735,14980.505106970324,15424.380952380952,12664.75103785104,13556.875326560234,17167.168198677635
"POINT PLEASANT, WV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14101.837606837607,13974.79797979798
"ELKO, NV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15246.044144144144,14972.297738915388,15590.308850026497,15452.508791903858,16362.500842778263,15120.30538823281,14201.084759001424
"DANVILLE, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9462.140730916592,11737.440170940172,13442.28937728938,14419.085489779036,12814.134997922883,11948.784936872826,11757.781864676204,10212.753113553115,10841.666666666666,11864.835164835164,12615.557783882785,13203.142082467084,13980.89825962326,15094.898935298936,15755.830042877102,14127.70243030276,13911.500438837613,14522.095369492798,14468.220575650028,12342.957417755291,10243.940757752627,9725.950078382286,12483.108599685544,13800.81631659878,14711.208956753431,13779.883934291618,12043.458201939056,11678.17127383448,10769.276673964603,10953.764457967094,10785.832976485615,11698.662045821911,10854.774790919952,10071.85530621786,9911.385583524028,10144.347121985566,10758.081421502477,10771.239316239316,11372.759512937597
"GLASGOW, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14322.420922939067,10607.890456989247,11506.313671274962,10574.420969376084,11342.690664350848,11196.270167456438,10966.731033717837
